citing_ut	cited_ut
000430882700037	000169967900010
000457236600001	000390104900017
000224868300005	A1995TG69500008
000295714300006	A1984SU46800002
000348560700024	000326712100022
000369661300011	000082236000008
000459634400009	000273383900002
000399738700010	000325486000015
000331970700011	000222425500004
000317248200003	A1991FM37000001
000290248800004	000240370000001
000344223900004	000183509200017
A1990MC42600049	A1986AYB2400008
000479264500010	000230516200005
000235133700017	000220193900012
000242146300013	A1988N606500005
000281012700002	000079269700014
000296599700004	000243820900043
000362668900005	000224239800007
000332465800007	000315154400001
000355735900021	000305810200014
000240142000048	A1994NN67200006
000241015100003	000182523800001
000243735000001	000181129300021
000166621800015	A1993MJ44000016
000257868300003	000176313200006
000319513500012	000169579500001
000458592200042	000395463500014
000391577700019	000227944300006
000469891300016	000312197000001
000294030900020	000175833700003
000360233500001	000312692800016
000405976300008	000279489100008
000368216100004	000083752700019
A1992HP35300012	A1983QY96000025
000449756400005	000261794400001
000262877400024	000084108400002
000261797800026	A1991JE49900025
000390627700010	A1985ANL9700003
000293097200023	000072304100002
000395650200001	000350210400099
000173529600030	A1988P804700029
000275645400003	000245668400009
000387775700028	000332871700001
000328096400002	000078355900006
000448099300013	000306608200001
000338038300017	000177770200006
000307181500011	000254683000004
000333123300004	000288147600010
000394106400026	000301473100003
000352514900015	A1994PW02600006
000494370300001	000465250600065
000236667000010	A1997WH04200006
000277318800005	000258440500005
000226244100002	A1995QU19400006
000335096400063	000330490400016
000321629400003	000238410200011
000248110600007	000176873100004
000234461700008	000166190100011
000179168400018	000074216400006
000165289900006	A1991GC99200010
000167147300008	A1985APZ8100001
000278625800010	000256135100007
000338703400009	000247894900023
000333951100001	000273504200014
000302502500010	A1993KN22000015
000326427200001	000184096800003
000319611600001	000166682600009
000337235500016	000298952600001
000076549800093	A1995QV54200001
000076275400009	A1983QR80500002
000345204000065	000307287400008
000401346800005	000230516200005
000472622400019	000302741300013
A1994NH20200024	A1988L864300623
000358729600024	000178033100002
000400642600001	000225645500001
000294738700012	000085165300001
000306349000010	000087107300007
000377543500098	000302852400031
000346890500015	000227208900005
000395092500003	000209450100018
000293703000010	000229286000006
000331671000005	000265227700024
000442579700062	000265856400006
000330598200005	A1995RA04700009
000174946200045	A1995RF82800025
000082075500012	A1985ALC6400006
000304251800008	000276943100027
000224701900008	A1982PG82000014
000287061000004	000276372500003
000254944200004	A1992HY49300019
000442117200033	000311943900001
A1995RY32300032	A1988P574300034
A1997XH10400004	A1994PT42900006
000448096300043	000408622400079
000226425700003	A1996TV68800048
000303831800028	000266948400026
A1992KF34500001	A1990CL16200006
A1993KN22000015	A1986H534200011
000176764100022	A1990CV28200037
000330081700004	000268701200003
000296395600004	000268902900040
000394424500128	000078090900013
000395771000012	000172819500003
000366179000017	000264753400003
000434707200033	000173538800016
000262291300003	000232477000046
000458708000002	000255503300001
A1993MM15900009	A1980KH31900007
000341430100002	000271568800004
000233240400007	A1997XA76100026
000224172700002	A1995TE58300010
000329010900014	000083754200013
000405500500002	000180981100028
000456921800001	000270131800036
000322056700003	000259985400004
000350230300002	000296679800001
000273909800001	A1993ME67600008
000341971800013	000255156400001
000279925200007	A1981KY59900033
000430005800020	000244245300014
000418289800019	000165531100027
000437842100007	000076474800002
000301155200003	000281493400005
000371369100002	000341130000003
000342455900008	000188113500011
000426356600112	000188791900010
000292988500010	000179690700001
000329862500039	000237517000005
000432440600012	000382646600041
000438448400005	000362665500014
000251399500003	000087107300007
A1995TM93000033	A1992HU12200056
000256574900012	A1984SJ34000004
000254803900004	000086191400007
000376155900003	000258160000001
000412168900043	000230028500004
000399858500007	000181370200014
000437091100001	000384300800006
000174574000009	A1996BG79E00014
000176687100011	000088903600042
000330047000083	A1986E498800007
000418425400012	000296143900007
000491017700001	000243975800004
000297234000004	000271362400002
000503034900001	000347720100015
000418184700051	A1996VF35400007
000236689500005	A1990CP95700002
000082775800001	A1994PF16400014
A1987G703700037	A1983QG47300001
000188747300019	A1984TA97900002
A1995TH05600070	A1991GK86700068
000415805300007	000327359000013
000304923700003	000178375200007
000385006100023	A1996TT55800026
000265278500003	000173805400007
000179145900005	A1993LC00200004
000180338100001	000175063700004
000303496300014	000181979100002
000290409000007	000230248700010
000313749100006	A1994BC41D00011
A1995TU23800004	A1994MY51700008
000422935900001	000336186400016
000322220700012	000165263300006
000332472700001	000271471400007
000438829800001	A1996TT49600059
000448094200073	000319077300108
000172093500013	000077892100004
000307510900014	000227254000001
000308417500011	000223415900020
000440847100005	000282972300001
000304024700018	000231079600010
000459799800046	A1996VJ95800011
000287198100002	000258160000001
000465245100004	000165521700004
000277289200001	000253538300002
000348893300006	000209185300028
000370038400015	000300165100007
000394507700002	000372464100011
000321407700003	A1993MV67600001
000287526000007	000173096700003
000417321300008	A1991FE61000001
000470116800002	000269381200004
000370054000005	000346890500009
000087552100007	A1996UW35200056
000232847500005	000188645100010
000299703400006	000188931400011
000278441200021	000168519900021
000495475400001	000288640600019
000331681000001	000183849200009
000431058700011	000319564300002
000267108900006	000247775600002
000167212400016	A1988P331700004
000166324700029	000072041900038
000282791800010	000228734500020
000418653700007	000170204600040
000487573000003	A1981LK97900036
000366137400008	A1982NQ62200005
000260941000022	000176086500004
000255156200010	000241311000037
000414416600006	000237136200010
000391937700023	000315563800103
000452879900004	A1985AMH7800033
000169704800015	A1993LQ66700036
000372876600001	000365966800008
000479413100001	000440297300010
000419096300002	000230248700010
000446287900005	000185934500002
000270411700009	000166621800006
000291995600019	000245591100002
000284441800014	000182139900003
000310033700003	000245634800006
000457428200002	000291995600011
000083752700027	A1992HX19300006
000225200200002	A1989AZ19300013
000404310700004	000261797800026
000400645000002	000074778100002
000372571700020	000274452100004
000302722800047	A1982PX38600029
A1992KU72900018	A1990CR89300021
000419090800006	000351518900003
000248512600002	000227371300010
000509629600015	000254683000004
000281941500004	A1992JH83500002
000358735700003	000293022500004
000075556700002	A1985AXG7300009
000081488200001	A1994PQ49100068
000352141600006	000273517500020
000313996800002	000274542900019
000509509500033	000302722800013
000278308100004	000088028400002
000514247800004	000263164000011
000260640400005	000239684900021
000261419800004	000253567900037
000404053700002	000299910400015
000177306900005	A1993MH32200040
000275810600004	A1988L710400006
000413276800007	A1984TA70400015
000384306500009	000257043900016
000419942100034	000257990700007
000234678700033	000234678700031
000183346500007	A1993MF23200011
000387102300011	000360669700013
000385831800017	000283625000009
000426099300001	000309927900019
000168335300006	000072283600001
000359062300019	000307946100001
000397043300001	000261040000008
000283965700003	A1980LN65100004
000296074600009	A1990CP95700002
000423448700005	000170557700010
000401279900010	000354921400149
000347836000010	A1996UJ47400001
000419307300018	000249376600006
000366853800049	000297444900011
000496145900001	000173904000024
000468424600001	000305337600003
000224640100006	000074451100005
000209703800028	000276579900005
000264263900009	A1995QM96800016
000304796700011	000284006800018
000394706800001	A1997WN75400020
000381539800007	000329952600013
000346885500036	000265193600045
000479148500001	000177770200006
000265505300001	000167816700001
000307320400008	000257947000028
000311885300068	000187247700019
000272656600021	000221651400003
000341100800035	A1986A266300016
000344925700001	A1990EX11900010
000470934800008	000349302600014
000294350400011	000177770200006
000346191300021	000284662800012
000224336400010	000071686700002
000232875200003	000081201900002
000330256800014	000269318300006
000461255500005	000187615400016
000327405400014	000167629200016
000401302100016	A1995PV36000012
000424726900033	000186229100010
000396528100003	000382495500012
A1997YK76700015	A1988P398500021
A1996UA85600008	A1990EW32400004
000441797000015	000266707500002
000238326300054	000171823500013
000475668700015	000281891100018
000392427500026	000366453000001
000382494600012	000319849000004
000302358300008	000244822500013
000414946400008	000336847000006
000230907800003	000167875900020
000446831300001	000170811300018
000456227800011	000228214600009
000407991800003	000321698100028
000222923300018	A1994NU31100028
000252446300001	000167089300002
000273549400014	000208152800021
000282089200013	A1995PZ98200005
000509940200008	000393241300046
000357906900004	A1994NT92700004
A1993LZ80600002	A1987H535200003
A1996WB05700008	A1993KZ99900012
000241425000006	000179130600013
000183568500006	A1990CX44500022
000254944200004	000182389600006
000375676400013	000311573500004
000442365500002	000230781500002
000406135500017	000280633700017
000388601800473	000255099302013
000448978600003	000166190100011
000246301900018	000233767700018
000345558000001	A1983QF20100003
000273404500066	000244083300027
000425647500001	000317706700007
000272029700028	A1980KZ25400009
000333402000041	A1996UH15300001
000353509500009	000246735800003
000228019600001	A1992JC28300001
000356242800002	000220391900003
000363407000001	000275237200005
A1997YJ51300001	A1994PN15600003
000456259500001	000349398400009
000508129700044	000166621800018
000182718700010	A1997WU63800008
000269714100002	000168528100014
000302722800043	A1993LV83600005
000358666800011	000078090900016
000306806600094	000252158800004
000331262600051	000270460900017
000343919800016	000237954500005
000330386500015	000252195200042
000477640100022	000306403700010
000482522500010	000379559600018
000183336100001	000073609400013
000345508400004	000268629800003
000399650300004	000342245100004
000312362200011	A1985A638500005
000290749500017	000072306400006
000387768300078	000243991400017
000491992200035	A1996UV15900005
000330950900011	000166352900043
000306586800024	000223649300069
000384861400031	000263423800001
000482253600001	000227944300006
000247308000001	A1997XH55700003
000278899500014	000221948700003
A1990DH24000001	A1985AVV2800028
000279054000003	000260586500002
000286881400010	000245901500024
000253688700024	000075573800051
000340585100016	000071798900001
A1995TD09600007	A1988Q867800001
000459791500017	000323285500040
A1996UJ87400009	A1990CP23600013
000349688600008	000181372100019
000261459500018	000082745700009
000256315700003	000179946400008
000299455500007	000072305800011
000346685400007	A1994PL09700005
000329536400032	000296395600001
000378044400002	000089562000009
000366679700010	000264790600050
000254433000023	000088880200004
000180485300002	000171154500021
000353378200027	000306995000052
000344783400006	000170725900009
000459829100005	000280636900007
000511852700006	000232719300005
000382337900119	000075283000011
000172291400006	000075594200026
000239640800012	A1994PF17800009
000226862800012	A1997WQ71900007
000307510900014	000250008700021
000385041900003	000257977300007
000241071300007	000171941000005
000166743100008	A1996UL39200015
000313996800002	000081378000001
000400692600005	000088598000002
000424890900013	A1994PE26700019
000288046200001	000179130600011
000468718500013	000262465500017
000488300900015	000239512600026
000268613800006	000170578800009
000301542200003	000223596200011
000305336300031	000184926000047
000398960000004	000186662700019
000271667000003	000170207500162
000329369900019	A1991GF19000003
000467542000009	000238887800001
000427474400008	000079287200006
000391577700019	000169734200002
000251023400017	000220980300018
000303949700008	000177823000002
000356276500002	000284215000001
000088822000003	A1990FK90600005
000170877900030	A1997YA69800020
000320738700018	000178469000004
000280320900011	000226341200009
000374673600013	A1995QU52300018
000375398800010	000240619400013
000482182200010	000309995100123
000356898400008	000229163400011
000252776200005	000168018000015
000176683900010	A1994PQ93800020
000171823500013	000083919100011
000180042400009	000085475200007
000322770900006	000288685900001
000294107800005	A1996VF35400007
000411307400011	000402566600001
000429933600007	000182135500003
000395419700009	000326032600085
000369971200004	000278833600002
000334978400015	A1994MR04500019
000341478000002	000233624200003
000280127500014	A1993LB68700011
000379626200018	A1983QV13100007
000375586400007	000083587300007
000354144900018	A1997YL33400013
000384411000026	A1991FF65200005
000396051700012	000285110600028
000473957900001	000224013600007
000079321200011	A1994PZ02000003
000378865200100	000256965400002
000289456000006	000171168200015
000350081400009	000245353700009
000352562700004	000258631300002
000365053300044	000296652600007
000288512600002	000223030100012
000368841800002	000088945600007
000486132800075	000380073000029
000286539300002	000233096600020
000309258100007	000221352700001
000431068000015	000314112800009
000331422500018	A1984SS85300040
000322342600004	A1994NZ53800026
000440847100005	000290181700006
000327713800008	A1992HV53000003
000500344300003	000314906200032
000296684000006	000237136200006
000235583300006	000082775800001
000253007600001	000245334100009
000208285900003	A1990ED31200008
000342030300046	000308057800006
000384253300014	000338400800004
000385290300002	000309210200018
000473793400002	000369005100011
000500374900004	000342851300035
000397595000002	000292890400018
A1993LD65100008	A1992HE52800003
A1995TG69500008	A1983RC03100008
000386190300014	000296089900021
000305796500005	000279056900050
000278481300009	000188791900010
A1991GW11700009	A1981LD78400014
000248912600012	A1992HX19300001
000335582400005	000312007400043
000329870800009	000179862900003
000485736900007	A1992HX19300006
000507077400001	000353352300004
000365070700134	000253700300004
A1997XW48900013	A1989DW35700006
000463306000001	000376972900010
000482522500009	000258631300002
000268505000013	000236928700013
000289582900009	000185283900003
000382448900007	000257868300003
000326430500029	000292907500014
000310673200001	000297395400002
000401448200020	000350282800004
000265096600011	000239276100007
000514018900005	000082837300001
000490524500001	000358948500012
000327094000002	000277077400018
000311272300040	000274518100008
000463165100001	000239122100030
000403421800004	000169131100003
000179109500005	A1996UU99900005
000227011900004	000082615800001
000284623900011	000259184400009
000379935200010	000179859400001
000423617700009	000264873800014
000339382500001	000247084500001
000317385300087	000253371800019
000502686000001	000295083900004
000452212000057	A1992HX19300012
000449349400007	000227310000019
000392113400008	000278209500002
000377105500003	000301940200006
000291291200009	000176461400003
000397316500002	000321447100006
A1990FK90600017	A1987F450800002
000517656400007	000209158400002
000268880400021	000224724000001
000268303600003	000235762000006
000262150300002	000089020200043
000247437000005	000239961700005
000369993600002	000340945000011
000249323000003	A1982PW30000011
000341306600032	000286975000003
000361554900019	000181666800011
000396525100004	000258320500006
000452346400040	000362174600039
000375057700005	000272563700004
000223217700014	000076461100008
000262913500018	A1993KM60700043
000229414800001	A1982NR80100001
000311409300004	000279670600013
000364252300006	000260586500001
000501387100041	000188791900010
A1994NE61400032	A1993KX25800003
000356741000054	000316091600017
000508186500002	000261034400017
000406777500014	000260449000012
000404541500027	000177259600014
000479470200001	000371012900004
000265550600006	000168519900021
000355275100001	000311943100028
000400546900004	000228468000011
000168463600002	A1992KU72900018
000410726100002	000350210400099
000414128500002	000350210400099
000429933600009	000409112700007
000372961400022	000243193200005
000481654500011	000247499500010
000231504500009	A1995PZ98200010
000249917600008	000072166600003
000284006800018	000252558400023
000333402000040	000305476200008
000359064300010	000183720800011
000365362400006	A1986A798200064
000264581600011	000220273600015
000291516000002	000260842300007
000291699400004	000263348700007
000482994200018	000443019800032
000168264700003	A1991GK06700005
000228215000018	000176808100013
000298634700003	A1982PG82000014
000304851400011	000223710900011
000296948200002	000072979800008
000322342600004	000273344900026
A1997XY80500021	A1989BP78C00005
000358715300010	000284430400020
000489864900001	000346611400079
000467511700006	000353850500024
000303895100005	A1994NY31100003
000288925600001	000175257400001
000486467600001	000390745800016
000399955400084	000272559900036
000353916900004	000185732500010
000431499400003	000299813200005
000426363700004	000303601100014
000239151300006	A1994PY68400011
000234398200008	000177397400011
000412707000007	000345206000011
000252929900006	A1991GK96700005
000361913800001	000254124100013
000371283800022	000233216700007
000457237200003	000381934300001
000391696900008	000359382300004
000518409900146	000338285300020
000184528300010	A1993ME67100018
000304024700018	000170702500026
000467953500005	000276528300006
000384036900024	000253275800008
000238768400043	000071914900043
000252240300006	A1996TZ50100006
000255503300005	A1997XA06700018
000249727400001	A1996UM78800019
000086247800006	A1996UF48700010
000321090200014	A1997YJ80900021
000513310900003	000084701800011
A1996UC96200012	A1995PZ98200005
A1991GR61200012	A1989DW13200012
000428510200018	000289600100001
000079321200011	A1990DP42300018
000267292100041	000239385900015
000280313600003	000077969500013
000310586800005	000242226700023
A1993MM84700003	A1982NS77900008
000167147300008	A1989AV34300080
000185060100004	A1996VF40800005
000305336400040	A1983QU67200040
000482219600033	000285970300002
000451344500025	000250721600001
000448273100013	000273522300010
A1996TV53400001	A1982NE46000026
000265550600006	000208265600001
000254212600003	000077810200003
000414820600002	000173967500012
000451724000003	A1993KR41700004
000465319300009	000302178400034
000308008600001	000083754200013
000323589100035	000265131500006
000304139100012	000089998600020
000331654600009	000268176900005
000380141000006	000282813700007
000484472500137	000422779100015
000260981000010	A1994NJ05900001
000242146300008	000167531000011
000282407000006	A1994RR41100007
000347359200013	000273758200008
000370095800001	000259323300021
A1997XZ47100008	A1991FQ66000006
000406555500007	000368702900007
000373597300007	000360585900003
000240465800007	A1987K094100022
000231737200009	000180007000009
000074974700051	A1993LQ98800072
000296395600001	000278441200021
000359198200001	000352003800012
A1985ACG1500054	A1982QB19300006
000384047900009	000220948000014
000513560100001	000275269200005
000353394100005	000300502600014
000072641400024	A1994MR49400056
000245319100014	000182813600009
000280320900011	000073943000003
000447104100014	000424961300026
000399228700001	000365699600008
000446287900004	000365981400001
000326181700001	000311592500057
000515094700019	000397043300001
000087270400008	A1995TG69500008
000258785600017	000250166300001
000175617900005	000071716600002
000341325800013	000235966100002
000405881600032	000180426800044
000296669600006	000180780600013
000365090700015	000251595100005
000431848500078	000220773300011
000369712700003	000240560100004
000228812400009	000078229000003
000074993100074	A1995RD18400047
000379749300001	000296395600009
000412781300050	000284939600035
000290409000024	000085146900036
000307166600001	000239899100021
000257585900011	000229279300006
000178746700004	000170274400009
000262124400023	000165531000034
000377436600021	A1995RV40200014
000178477900001	000090092000012
000425147200014	000268969100012
A1991GE65600004	A1989AB92100026
000398056400016	000258216600021
000457690600003	000258391900003
000274060300009	000228927900004
000335486400008	000316125200016
000290409000024	A1995RB30200017
000308573200009	000229757500007
000409448600001	000322061900004
000368047800018	000283431100015
000351978700009	000089511100018
000265776500005	000167082000037
000328418500001	000328418500002
000167265200001	000072908200001
000302179200002	000220536800019
000309517300067	000288046200001
000367530600004	000294030900020
000263388500014	000081768100041
000335613800008	000323224900003
000257238500033	000235488800014
000176576100009	A1985AUK2000025
000404123900015	A1989CB70100007
000419091500001	000269264300015
000406572300016	000335123300013
000313599000013	000266188100006
000311042800004	000224759000001
000494917200001	000228974100004
000367625800004	000328822200018
000390494100010	000392488900007
000326246600006	000270274200030
A1995TH31600007	A1984TH56300009
000234414800022	000178237800008
000355979500058	000328615300009
000395606700004	000291901600004
000252047200017	000227096600010
000285213500018	000265455700002
000344064100010	000245254300004
000304430200007	A1995QU30400032
000314403500004	000232719300005
000249539700006	000221934300050
000252756700006	000171168200015
000238536400003	A1981LX61700006
000414581400012	000329222900005
000290882300014	A1987H679200008
000486467600001	A1989AU58400005
000226833800005	A1997BH80W00005
000260368300004	000180284000028
000448819600002	000083850200005
000279572100024	000266707500002
000383800600018	000292890400018
000461403800004	000331107700037
000165501200004	A1995RM81500005
000304849100004	000184843100029
000285208600003	000184120500007
000340327600002	000083784300002
000330474000026	000265420100001
000220948000018	000083187900004
000462817000228	000412488100001
000289820700008	000234942000012
000233829100015	A1993KJ78000004
000419201000001	000285534900012
000352726200015	000260119200016
000324833500017	000188941800031
000328705200136	000245901500024
000256539500003	A1996VH59800039
000405335200003	000264847200003
000469154900014	000249347900024
000383466500032	A1985APD1700001
000470629400001	000384590400006
000472695900002	000279091100004
000297839800009	000290671100004
000403273000014	000306087100003
000426231600022	000312195400003
000517816800002	000293310200022
000230978200002	000183175100001
000185809200004	000177423400097
000280245300005	000238538000003
000317421800001	A1992KU72900026
000083848700020	A1986E498800007
000399258600037	000287492400014
000465375400051	000417025400067
000511311800009	000359645200009
000367329900002	A1997XB78700016
000497712500005	000441331000012
000286455400007	000166982800007
000274583900005	000084725400006
000417549500027	000332990200019
000273882800004	000182853100041
000299468900009	000071923500043
000423777300086	A1989CQ51700007
000323224900003	A1984SH58200023
000364734300030	000228708100003
000389611900027	000389611900026
000338740200015	000321232200035
000310256600007	000082351600022
000466412800013	000351647500011
000488999000109	000286830200020
000412168900043	000222005100003
000426506100006	000261061000002
000367736100004	A1992KL53200025
A1994MT89400002	A1985AEU3700017
000357680700011	000281932900007
000308057800012	000225943700002
000185125600037	A1996TP29100014
000274371800014	000241044100012
A1996VA01900006	A1994NY33200025
000291995600006	A1996VR07900006
000355055400004	000075107900039
000426151800009	000273834200020
A1996TQ75900001	A1994PU28400073
000176906000002	000167397800008
000173293500040	A1993MQ35500013
000273630200024	000188941800032
000168463600017	A1993MC35400022
A1994PF23800017	A1994MY69300009
000295211700019	000253450800002
000230516200003	000173985800008
000259568300023	000088382400012
000178643500009	A1991GG23900007
000306727800003	A1997XZ47100008
000182642600015	A1983PZ80600002
000276021600021	000225263500001
000288389500003	000272885400013
000409078600005	000382495500008
000510740500069	000168842700003
000490757500103	000350521700007
000229506600002	000179168400018
000286655600027	000180101600044
000280024300027	A1996VE29500020
A1991FU84100011	A1988Q022900003
000435459100001	000357981200025
A1996UC56400010	A1991FA64800044
000304191100008	000178447100081
000467304300092	A1992JF85600006
000474606100003	000299539000012
000273899600005	000257413800024
000492865800058	000382403600010
000083071300024	A1996VU55000002
000256642400012	000240576200023
000254699100001	000183892000012
000362976200022	000255985900017
000451724000005	000275895700001
000368702900007	000274399600002
000283364500008	000235469400015
000477805900017	000322535000026
000088269700002	A1996VW93100004
000373116500012	000290024700048
000358018400001	000252805100004
000287551000012	A1996BG79E00029
000451872900002	000428605800018
A1984SV19800026	A1980JG81600006
000454523600005	000226675200011
000269592000007	000245280100044
000262739600010	A1990EE96700010
000332150200004	000238652100010
000490524500001	000345158700066
000367736100004	000235457400007
000406965300003	000182853100041
000411524700022	000226300400009
000403690500010	000231243700031
000255697400008	000084725400006
000269188100001	000251266000487
000360069200028	000232359800003
000385831800017	000241629600016
000316651200044	A1994NB16400005
000305774400015	000246865300012
000378167700012	000172617800011
000266541700012	000233843900015
000361665200001	000339641400019
000315843300014	000278565900003
000462866500008	000258056100004
000456804200009	000414077300006
A1995QU08900018	A1989AH74300007
000446485400005	000348560700024
000516441800003	000455015500001
000494520600001	000402907100005
000234702500002	A1997XK68000017
000380372000001	000237996000027
000340312100075	000266188100006
000180045700011	000079148300017
000419843900086	000315718000002
000386989900001	000340247200002
000465054800001	000371232600019
000286817500002	A1997XE68700022
000230464800003	A1981MT22500022
000080976000003	A1995RP56000007
000251671700008	000165661500009
000274317600021	000167816700004
000344303100003	000086241600006
000347054600004	000331305400018
000473955600001	000350153200007
000444542800042	000268176900017
000347249100002	000167705700023
000076222200055	A1987L039800095
000459951700008	000266642400003
000380019500005	000353613200007
000328213900011	000248632600043
000447108300005	000168676500018
000512216900025	000331422500018
000412862700068	000361046100001
000487294700001	000367633100004
000445426400009	000260052400002
000413879700008	000264546000007
000241157400014	A1992HU12200056
000374541000001	A1997YG97500003
000345204000065	000082633300008
000507533000006	000454627200081
000470934800008	A1993LD11400002
000452620900005	000232477000046
000400177000007	000305836600001
000428682900001	000257947000024
000474761500015	000274482300005
000348917400015	000239684900021
000364938000002	000292890400001
000227338500014	A1987M061500004
A1995RV61200004	A1989CG87500005
000282089200003	A1983QX67700010
000300598700022	000241105100011
000334988800010	000310673200001
000324871300001	000292326700006
000351250600006	000183342700007
000443241300004	000338524200008
000303213900017	000278565900003
000277297700002	000168692900010
000176138800012	000166449600014
000338285300020	000326439800014
000380592400071	000172133800014
000382494600007	000247148800006
000329857000044	000295030000063
A1995TM20900016	A1992JF84600009
000382713300030	000321698100028
000465119900018	000407047100001
000304687400009	000072997100010
000227786500013	000174841500048
000293409700021	000274587400003
000408128100006	000452535700109
000424918600001	000371141600032
000467802500005	000249503900008
000411524700022	000175725600007
000180436900003	A1997XB78600018
000226244100002	A1986D680700018
000335486400008	000305896400012
000303670200009	000185536900001
000461889700081	000241712500007
000296146600004	000185732500010
000447661300005	000251026600007
000336773900043	000166066900085
000167347200012	A1995QT25700021
000207731100002	000189467700007
000356626700023	000262665000019
000280830600008	000240854300023
A1989CG72400004	A1984TC39800007
000408085100064	000281012700002
000347227800007	000221265100001
000298346700018	000275466200019
000077691900017	A1986F738800009
000344171500017	000267084500029
000332916300001	000280144500045
000446485400004	000429765000034
000392332900019	000336839400029
000466180500003	000418811000008
000286543300006	A1990CN30800016
000303908000012	000176208600008
000385794500007	000353382900008
000409528000021	000315553300009
000348463300003	000077191200064
000367906700005	000285231500020
000181776900032	000089759200001
000400856900018	000331422500018
000384881000046	A1994PW02600006
000284976500008	A1992JQ45800007
000343381100009	000252250600014
000378630600075	000238623200071
000427008700006	000305483800014
000354409300001	000272187800010
A1992HC53700001	A1988Q449400004
000379957400008	000316249300002
000326973700013	000257345200020
000227048100003	A1994MR49400056
000278441200021	000074020000042
000325258500006	A1997WL03900004
000319951700014	000188791900010
000286817500002	000237159800012
000265550600006	000176960600006
000306136400004	000232807400036
000088269700002	A1992HW62500014
000457690600417	000279750500010
000469154900014	000298097200001
000231162400014	000226759000032
000399571200016	000356011500043
000253319500012	A1991FG75200005
000188820400008	000180494100013
000398678800008	000302722800035
000381652100011	000317539200023
000402566600001	000306473000007
000349853100050	000316651800007
000271362400002	A1994PU26600013
000377146100067	000290319200008
000377676000012	A1990DD87400001
000451724000005	000399985400001
A1997XZ49800006	A1993MD68500015
000446336100001	000260586500001
000077910200005	A1996WG56100003
000292960400031	A1991FH03000004
000336114400003	A1991GA56000006
000437450100025	000310495600032
000508745600004	000368033100020
000434708100005	000302722800034
000288400800019	000252551100031
000355055400002	000220487200025
000459951600014	000285361000005
000186327700005	A1994PG73100001
000311409300009	000305892100198
000318838000009	000168207900008
000278212700009	000087539300006
000324470100060	A1987F731900003
000296669600006	000260894800001
000412015300001	000327493000011
000455364000001	000172872500019
000430765100002	000334679000009
000478747700002	000416423900035
000336190600002	000189274800001
000381675800001	000220773400006
000414114900019	000235398400030
000170207500162	000073931100033
000385570300005	000244947700026
000400132200004	000245820500015
000380268400019	000234192800004
000180769100004	A1996TP65500004
000286507400006	000167866500015
000448273100009	000263064700020
000318365700010	000296644300010
000273899600005	000252756700006
000253904300039	A1988Q233300004
000259910700005	000178999600006
000424314100003	000255111400001
000386353200005	000079578800002
000228594500032	A1988P058500003
000380831900002	000297456300009
000318041800017	000265481600015
000473793400003	000355055400005
000343911300002	000176542400011
000423416600118	000341935400004
000087396500001	A1986F548300002
000374241200012	000240916300002
A1993LK64200001	A1992HP04300034
000457690600346	000345097000019
000436223100014	000319167100009
000187794400014	A1996VJ50900005
000302722800023	000253714800002
000345589900002	000276943100027
000404573800003	000229699400004
000289871000004	A1992JH67800003
000087789300002	A1988P470500006
000298836100003	000083644800015
000275592900015	000168348600006
000166621800013	A1994NH23300003
000370859900002	000298521500008
A1996TV68800048	A1992HW13500029
000475682700007	000365192000009
000417224200059	000185924500039
000454107400016	000321698100028
000302722800028	000245668300007
000367525700004	000258089100012
000325913900008	000081846900006
000314603000004	000244822500003
000346894900035	000178237800008
000237996000027	A1994MZ50300054
000296068200022	000288400800019
000414581400011	000387526900017
000411199600020	000250277800014
000480250300003	000088495000009
000480645900014	A1992HY08900007
000264371900004	000240273500004
000337912300001	A1985AVF7700002
000427484000009	000220589700003
000299684700016	000077555400007
000075436400003	A1994PU81700007
000377676000012	000302367300003
000391037300017	000255270200007
000432303500005	000224956100001
000371012900004	A1997XF72000018
000510855000006	000388718700006
000284939600035	000080639400006
000407232500019	000292334700012
000335809300012	000235780700032
000470966000008	000329010900014
000222345600009	A1985AGM4500007
000367329900009	A1988N930900002
000308897700006	A1996WA70800007
000354866500003	000177199500021
000412151100008	000279207900002
000186272600005	A1990CR31700019
000295171700012	000285831700126
000413382600004	000173967500012
000369528600011	000187879700003
000466728700019	000235240000002
000381169800009	000364588000009
000221276900009	000177958200011
000249727400001	000080076400007
000238712400006	000085212100006
000284006800018	000089933800043
000263667900032	A1994PP53300016
000383256600003	000234403100009
000349145400096	000264790600050
000374200200009	000222319200005
000359064300010	000300830100015
000376880700035	000243839400010
000435670700011	A1992JP00300015
000435228000020	000287630200013
000324509200014	000270742000005
000517124800008	000232719300005
000413774500006	000178563900042
000343674800023	000336219900006
000240479000011	000233203900004
000266242000015	A1983SA63100008
000255266900010	000075181600007
000220561100003	A1985AMH8000023
000182899200012	A1988M286600002
000302502500010	000276084300006
000242659800024	A1996UC56400010
000424961300026	000315122100008
000360006000014	000261706600016
000459409700004	000351774100006
000465627000001	000358666800007
000507362100002	000243354500019
000443944300006	000232719300005
000225933000007	000179545200021
000394670600019	000291445900013
000451061700005	000229780900003
000399828600004	000304171900014
000269944700002	000185060100004
000298363100038	000182915100016
000260847500014	A1992JK90100003
000300274000002	000231870200010
000364104300015	A1980KN89000002
000417169600015	000354477300026
000480673000085	000188791900010
